L_min,channel,tau_quantile,tau_value,show_rate_val,recall_at_10_given_shown_val,recall_at_10_overall_val,ci95_low,ci95_high
50,normalized_gap,0.9,0.12006019858017553,0.10002096875655274,0.960167714884696,0.864122457538268,0.9469488395375738,0.9724625922023182
50,normalized_gap,0.95,0.14667701740051306,0.05001048437827637,0.9664570230607966,0.864122457538268,0.9495677761142463,0.9815807053158342
50,ensemble,0.5,0.7087630891432832,0.5,0.925770601803313,0.864122457538268,0.9185125494803174,0.9325784762771808
50,ensemble,0.6,0.7120775538315843,0.39997903124344725,0.9321100917431193,0.864122457538268,0.9241806363325351,0.9396881512003176
50,ensemble,0.7,0.7943221438527106,0.3000629062696582,0.940251572327044,0.864122457538268,0.9307193001060445,0.9485243651338366
50,ensemble,0.8,0.8421052631578947,0.2521492975466555,0.9434511434511434,0.864122457538268,0.9339889235613281,0.9525761043940995
50,ensemble,0.9,0.8421052631578947,0.2521492975466555,0.9434511434511434,0.864122457538268,0.933318653157894,0.9527362875231612
50,ensemble,0.95,0.8421052631578947,0.2521492975466555,0.9434511434511434,0.864122457538268,0.9339385254066978,0.9527687196889911
100,max_score,0.5,0.9831400096416473,0.5000691085003456,0.9353233830845771,0.8721492743607464,0.9268437844399368,0.9425176919594208
100,max_score,0.6,0.989784595966339,0.4,0.9419488597097443,0.8721492743607464,0.9336138554696837,0.9513301148897534
100,max_score,0.7,0.9964449548721314,0.3000691085003455,0.9493321050207277,0.8721492743607464,0.9397878277778553,0.9572536867162099
100,max_score,0.8,1.0,0.24989633724948168,0.9513274336283186,0.8721492743607464,0.942281317489561,0.9604547938181547
100,max_score,0.9,1.0,0.24989633724948168,0.9513274336283186,0.8721492743607464,0.941221634127789,0.9602041089473332
100,max_score,0.95,1.0,0.24989633724948168,0.9513274336283186,0.8721492743607464,0.9418524901049486,0.9605990156566248
100,max_score_calibrated,0.5,0.4343598055105348,0.9107118175535591,0.8858703900440128,0.8721492743607464,0.8783734656449043,0.8934043111278148
100,max_score_calibrated,0.6,0.4343598055105348,0.9107118175535591,0.8858703900440128,0.8721492743607464,0.8778049076411254,0.8927490570974164
100,max_score_calibrated,0.7,0.592,0.38424326192121633,0.9431654676258993,0.8721492743607464,0.9341669208690309,0.9516628102815948
100,max_score_calibrated,0.8,0.6842105263157895,0.24989633724948168,0.9513274336283186,0.8721492743607464,0.9408595905541526,0.9612594439163261
100,max_score_calibrated,0.9,0.6842105263157895,0.24989633724948168,0.9513274336283186,0.8721492743607464,0.940578665568369,0.9608073755818116
100,max_score_calibrated,0.95,0.6842105263157895,0.24989633724948168,0.9513274336283186,0.8721492743607464,0.9424421730432608,0.9615818686330806
100,margin,0.5,0.03971847891807545,0.5000691085003456,0.9168048645660586,0.8721492743607464,0.9078857456358942,0.9256452666228429
100,margin,0.6,0.05197147727012639,0.4,0.9246717346233587,0.8721492743607464,0.9146649639232369,0.9340610371509248
